Order ID,MenuID,Customer ID,Sales,Quantity
51-290-4538,738,86-277-5508,66.855,1
51-322-7429,77,51-824-3545,139.695,2
51-349-8226,388,67-170-9130,199.755,3
51-420-8292,820,32-736-6261,147,3
51-470-5294,802,76-163-3165,152.4,1
51-493-6866,699,45-272-9855,104.07,3
51-955-2727,138,91-982-8246,147,1
51-959-4742,342,93-638-4651,66.855,1
51-960-7680,570,89-961-8506,352.5,1
52-071-2704,104,80-644-1720,125.985,3
52-104-3482,306,65-854-0852,352.5,1
52-152-3371,419,83-012-9386,480,3
52-348-6923,327,78-456-9963,187.5,2
52-523-5327,893,28-108-0435,137.76,2
52-708-9153,574,91-757-8892,315,1
52-905-6091,389,88-616-2949,78.12,2
52-984-2592,130,49-536-9801,352.5,1
53-068-3680,416,89-492-9791,352.5,3
53-131-0339,618,19-203-6248,315,1
53-322-3671,671,13-040-2063,139.695,2
53-401-6179,228,30-073-5505,186.93,3
53-412-8787,701,51-291-3742,187.5,2
53-430-9568,122,12-210-8916,66.855,1
53-433-8071,485,16-649-4523,480,2
53-494-9541,479,01-864-9695,104.07,2
53-504-3875,436,36-618-6589,179.7,3
53-541-9522,557,89-981-5015,252.405,2
53-563-4345,965,95-339-8822,187.5,2
53-585-4586,140,65-465-1137,186.93,3
53-622-3155,788,44-431-8932,179.7,3
53-661-8226,625,34-938-2645,216.135,2
53-763-8296,202,13-641-1831,337.5,1
53-851-0542,578,43-225-1028,147,1
53-925-0103,636,00-352-9063,352.5,3
53-974-4637,201,94-235-1902,465,2
54-080-0702,807,82-520-3770,78.12,2
54-162-7684,964,18-892-9010,179.7,3
54-322-1808,715,78-757-0953,139.695,3
54-366-6861,1,72-055-7985,187.5,2
54-413-3195,876,41-164-0757,179.7,3
54-501-1389,852,35-922-4096,125.985,3
54-555-7832,268,73-374-8667,337.5,3
54-800-8042,725,92-702-5870,112.5,2
54-815-3308,394,22-129-8597,352.5,1
55-209-0374,901,41-371-0653,112.5,2
55-250-4051,854,29-212-8537,179.7,1
55-263-8669,67,00-988-1489,480,3
55-443-2920,209,75-937-6004,139.695,2
55-592-1782,757,80-268-7959,216.135,2
55-619-8849,499,15-547-7156,78.12,3
55-676-1998,380,59-553-0874,147,3
55-734-7101,96,27-350-6986,186.93,3
55-932-3347,502,01-905-4730,179.7,1
56-076-6137,141,46-957-2549,216.135,2
56-184-4508,312,00-806-0662,337.5,3
56-195-4013,208,96-259-0479,152.4,3
56-271-4185,8,83-800-4789,337.5,3
56-307-1423,194,23-541-2030,179.7,1
56-331-9919,24,72-417-9175,330,3
56-545-1829,58,14-427-0652,199.755,1
56-644-2509,829,47-775-2879,78.12,2
56-775-4607,832,99-823-8050,179.7,3
56-840-9304,103,26-834-8571,78.12,2
56-933-2115,75,17-162-2135,216.135,3
57-393-6200,830,58-519-0920,125.985,1
57-417-7291,116,60-477-3944,147,3
57-683-6723,661,11-402-7555,480,2
57-755-0191,78,03-133-1843,66.855,1
57-761-6559,658,79-080-9855,352.5,1
57-773-2064,609,82-214-2697,78.12,2
58-064-3049,72,93-710-1150,147,3
58-115-0437,959,06-831-0706,137.76,2
58-149-3499,668,15-038-3835,186.93,3
58-251-6487,276,37-472-2855,66.855,3
58-287-7773,80,22-744-2112,199.755,3
58-300-9513,958,49-948-7915,66.855,1
58-326-4792,540,49-045-3798,66.855,3
58-376-5889,265,26-673-1238,480,2
58-419-3322,260,76-663-5204,179.7,3
58-753-8307,915,37-845-3065,137.76,3
59-023-1187,440,63-547-7404,330,3
59-380-4206,163,14-852-2100,216.135,3
59-493-4419,193,43-748-1342,104.07,2
59-613-6838,486,64-444-2153,315,1
59-617-9817,847,37-038-2215,139.695,2
59-738-2614,687,47-010-9846,285,2
59-784-8988,775,54-763-6870,285,2
59-971-2896,643,50-753-5196,285,3
60-009-2815,772,46-123-3292,315,3
60-078-2571,305,61-679-9578,187.5,2
60-081-1759,262,81-155-1642,352.5,1
60-197-5739,36,79-227-9821,199.755,3
60-230-9043,594,92-898-9409,330,1
60-270-8291,86,42-037-9687,352.5,1
60-600-4172,592,28-838-2563,352.5,3
60-725-6733,481,11-447-6901,187.5,2
60-885-4424,614,82-505-1173,352.5,1
60-913-9847,277,15-796-7574,137.76,2
61-057-1975,12,72-013-3529,152.4,3
61-096-3317,38,97-003-2495,125.985,1
61-097-0206,539,69-254-9529,139.695,3
61-185-3517,390,52-456-8474,125.985,1
61-501-5110,840,03-350-0766,337.5,3
61-509-9344,548,23-245-6549,352.5,3
61-533-3161,328,34-306-8680,352.5,3
61-618-8783,976,64-856-3763,186.93,3
61-622-8419,651,02-156-3419,137.76,3
61-720-5633,825,56-125-9083,139.695,2
61-721-9793,861,21-055-2991,465,2
61-729-8958,827,50-376-1116,137.76,3
61-753-0334,454,76-207-5652,199.755,1
61-799-5380,663,07-187-1437,465,2
61-841-5883,155,44-048-2898,480,3
62-086-4242,896,46-049-5828,125.985,3
62-201-9287,683,05-480-9942,480,3
62-507-3661,887,28-076-4615,252.405,2
62-591-7981,497,45-876-6548,137.76,2
62-768-3976,145,37-402-2949,137.76,2
62-918-2454,63,30-395-2269,187.5,2
63-204-3800,159,75-905-7326,285,2
63-236-3555,646,81-015-5506,186.93,1
63-346-9064,722,79-339-7626,179.7,1
63-453-3505,622,66-811-8791,147,1
63-500-9286,476,28-196-8983,199.755,3
63-555-6345,331,98-945-3693,480,3
63-761-3686,2,65-353-0657,352.5,1
64-051-9774,809,53-257-4115,104.07,2
64-141-5718,187,11-127-1413,139.695,3
64-427-6469,877,01-646-4719,187.5,2
64-446-6092,144,21-950-4765,66.855,3
64-569-9390,99,00-381-6823,139.695,3
64-718-6202,773,30-426-0861,465,2
64-918-4744,396,32-854-1763,330,3
64-941-6067,743,18-179-2197,104.07,2
65-080-5283,166,85-368-5194,66.855,1
65-170-4476,249,72-484-4060,252.405,2
65-249-5260,332,63-572-7482,315,3
65-262-1387,931,42-475-0558,252.405,3
65-301-1388,95,19-175-1000,252.405,2
65-311-3002,177,00-090-3491,480,2
65-329-2436,600,23-605-5942,147,3
65-351-6434,3,90-876-6799,112.5,3
65-386-4145,519,56-917-2112,137.76,2
65-428-6495,693,07-014-5107,139.695,2
65-432-1983,764,09-340-5529,125.985,3
65-451-1818,495,26-402-5585,139.695,2
65-485-7254,808,95-331-1993,125.985,3
65-907-3127,326,05-230-9436,179.7,1
65-919-0733,891,40-270-8030,139.695,3
65-966-4872,231,97-687-5761,139.695,2
66-056-8690,988,30-134-4141,352.5,3
66-068-8313,997,91-484-8549,252.405,2
66-188-6911,971,51-529-9908,465,3
66-276-1471,549,01-889-1994,112.5,2
66-392-1377,461,63-536-7273,112.5,2
66-501-9308,989,43-303-6151,112.5,2
66-525-3598,987,04-007-9403,187.5,3
66-576-7484,581,45-619-6096,216.135,2
66-610-1519,381,63-816-5027,252.405,2
66-665-1879,666,34-099-5874,147,1
66-679-8766,748,61-623-7377,330,3
66-721-3658,717,37-428-9401,137.76,2
67-009-1409,659,15-086-9086,112.5,3
67-067-9693,45,04-268-9065,480,2
67-156-1140,617,77-254-6430,480,2
67-172-7841,321,30-049-5208,137.76,2
67-382-6166,448,31-388-0154,186.93,3
67-413-6177,930,23-557-3971,147,1
67-455-5976,270,61-361-4915,147,1
67-709-5581,6,77-111-2020,315,1
67-723-0322,721,69-530-7688,104.07,2
67-748-7876,905,71-721-5004,465,2
67-799-1881,595,28-808-0517,480,3
67-813-5657,767,90-138-4450,187.5,2
67-816-5527,296,72-151-8614,152.4,3
67-961-1567,217,00-689-5519,187.5,2
68-012-9190,279,14-149-6520,78.12,2
68-226-7897,87,09-427-8083,112.5,2
68-323-6449,546,49-237-7569,179.7,1
68-365-1512,444,04-810-9943,337.5,3
68-391-0908,851,79-877-0995,78.12,3
68-473-3919,222,13-027-0249,315,1
68-844-1159,514,98-558-7897,186.93,1
69-218-2694,295,70-887-8634,216.135,2
69-254-6693,572,75-667-5377,330,3
69-361-9646,610,98-132-2808,125.985,1
69-562-1762,443,37-335-7316,465,3
69-607-3610,137,37-013-0292,285,2
69-624-5454,88,73-000-6730,330,3
69-765-1585,50,60-238-7059,147,1
69-780-6998,19,83-988-2186,104.07,3
69-817-5553,303,08-962-4575,104.07,2
69-817-7678,932,37-704-3505,186.93,3
70-276-7176,676,58-991-4580,125.985,3
70-349-8770,417,94-757-1930,112.5,2
70-350-8506,565,60-243-1925,78.12,2
70-365-1885,672,46-402-7692,66.855,3
70-424-5723,128,81-515-1278,179.7,3
70-821-6798,569,60-337-9209,187.5,2
71-140-6745,429,50-340-3351,139.695,2
71-188-6549,641,32-091-9218,465,2
71-197-3844,412,08-227-7061,125.985,3
71-274-0068,874,13-867-0430,125.985,1
71-373-6387,273,40-831-4524,216.135,2
71-409-7516,391,51-673-6515,104.07,2
71-440-8512,465,71-615-2472,465,2
71-485-0830,291,58-972-0413,285,3
71-516-9998,615,13-051-6609,112.5,2
71-828-3556,819,68-814-7130,285,3
71-925-2450,892,59-072-5051,66.855,3
72-015-0440,626,29-402-3395,152.4,1
72-099-2457,251,44-352-4880,216.135,3
72-207-0940,293,35-838-2312,252.405,2
72-306-1723,787,67-746-6460,104.07,3
72-325-3096,985,28-494-9464,104.07,2
72-727-1317,386,72-045-4857,66.855,1
72-823-6963,531,98-374-2865,465,3
73-375-8634,899,71-750-9970,187.5,3
73-455-3435,224,57-489-1320,337.5,3
73-876-5941,65,42-286-4150,112.5,2
73-900-4790,634,22-928-0299,179.7,1
73-985-2542,280,68-514-7375,125.985,3
74-006-2266,753,27-104-9440,285,2
74-034-2507,543,36-821-2511,78.12,2
74-302-4817,148,65-987-4463,125.985,3
74-314-5556,633,38-163-2437,104.07,2
74-339-3540,363,04-641-1747,139.695,3
74-346-3086,371,86-735-3061,187.5,3
74-564-7314,167,09-888-3706,137.76,2
74-603-8937,336,28-599-7053,147,3
74-776-4460,949,10-047-1960,465,2
74-980-5294,954,34-309-3114,186.93,1
75-362-1645,182,63-604-3193,147,1
75-421-5444,399,84-742-3186,465,2
75-463-0491,308,45-196-5583,330,3
75-556-0225,749,09-203-2909,480,2
75-606-4195,621,08-784-0123,285,2
75-655-7346,68,80-467-4735,315,3
75-714-6097,356,51-263-4679,337.5,3
75-786-1124,828,20-180-7160,199.755,3
75-883-4614,272,26-608-5179,186.93,3
76-063-7709,52,83-465-8495,186.93,3
76-176-1093,158,96-909-7950,337.5,1
76-194-5836,777,87-825-2791,252.405,2
76-201-5085,420,69-118-4914,315,3
76-334-1448,831,53-665-5572,104.07,2
76-380-8355,153,58-165-3429,112.5,2
76-437-5698,796,42-905-5328,337.5,3
76-509-2544,647,76-847-6826,216.135,2
76-522-9855,598,48-297-2055,337.5,1
76-627-0236,183,02-974-0997,252.405,2
76-705-8000,120,73-981-1213,152.4,3
76-746-0202,644,37-149-1807,147,3
76-763-0657,460,42-806-9893,352.5,3
76-769-5168,318,28-146-1975,152.4,1
76-855-7164,169,59-998-9285,78.12,2
76-867-4343,973,96-628-9343,285,2
76-913-8795,357,58-684-1818,285,2
77-083-7289,862,38-183-2380,337.5,1
77-165-4390,616,14-150-3681,330,3
77-180-0305,558,03-684-7057,186.93,1
77-206-4888,446,73-312-7210,147,1
77-325-6969,566,99-181-8100,125.985,1
77-367-2436,800,42-607-3260,186.93,3
77-527-7922,478,98-090-3894,125.985,1
77-561-4347,161,10-921-5699,252.405,2
77-635-7433,798,75-271-9762,147,1
77-779-8790,922,31-432-4517,352.5,1
77-827-0603,267,78-169-2461,465,3
77-889-7684,361,05-507-9751,216.135,2
77-904-4749,343,32-058-7312,137.76,2
77-986-1901,599,62-452-0994,285,2
78-040-2505,335,17-062-2228,285,2
78-204-9950,799,68-882-8050,252.405,2
78-214-6816,344,26-401-4662,199.755,3
78-352-3174,284,97-050-8120,352.5,3
78-407-9810,115,89-643-5055,285,3
78-692-7008,452,60-508-6117,66.855,3
78-803-3890,506,32-514-4207,330,1
78-806-0853,126,83-486-4557,125.985,1
79-268-0334,253,91-062-1559,139.695,2
79-518-4381,952,82-124-3942,147,3
79-555-6824,533,70-750-9176,285,2
79-627-2533,719,03-040-0318,78.12,2
79-638-3210,204,92-135-9201,147,3
79-850-0887,843,53-501-6288,252.405,3
79-946-2742,812,03-331-1028,352.5,3
80-076-4032,7,10-341-4047,465,2
80-215-3898,105,66-365-0560,104.07,2
80-258-5757,488,49-298-2216,337.5,3
80-349-3939,963,04-935-5157,104.07,3
80-461-9387,218,64-198-0112,352.5,1
80-489-4967,642,33-285-9278,337.5,1
80-544-0183,645,74-548-0202,252.405,2
80-616-9335,674,34-728-6780,199.755,1
80-720-7802,704,52-993-1145,330,3
80-727-2984,994,65-959-0100,337.5,1
80-768-1365,544,64-494-1301,125.985,3
80-784-2924,491,77-493-2198,252.405,3
80-890-3871,504,06-514-5687,352.5,3
80-923-1183,110,27-255-5518,330,1
80-984-7751,872,91-387-2469,199.755,3
81-109-8738,490,12-123-6838,147,1
81-491-8325,856,42-820-6751,352.5,3
81-493-5555,623,37-292-6370,252.405,2
81-653-6035,473,69-923-8256,139.695,2
81-819-6997,30,04-960-9928,147,1
81-875-5053,18,81-678-3234,125.985,1
81-881-8993,956,60-136-4870,152.4,3
81-898-7131,510,29-300-1910,337.5,1
81-940-9983,401,44-383-3466,285,2
82-090-4450,532,01-560-0809,337.5,3
82-287-7415,530,39-738-3678,315,1
82-410-4692,972,63-986-0563,337.5,3
82-422-7097,292,60-024-5912,147,3
82-445-5186,718,73-471-6783,199.755,1
82-505-2050,908,65-481-0473,147,3
82-589-4385,203,71-561-5133,285,3
82-639-1298,17,09-710-7305,78.12,2
82-799-6775,553,40-116-0451,465,2
83-217-3894,403,18-607-5868,252.405,3
83-220-9837,175,57-301-6790,112.5,2
83-262-1365,696,90-423-2784,199.755,3
83-336-8250,822,40-260-1346,186.93,1
83-499-1350,56,66-683-1761,66.855,3
83-547-0450,652,71-908-5082,199.755,3
83-584-6805,554,43-831-6225,337.5,1
83-597-0985,601,04-962-5217,252.405,2
83-687-4769,660,34-839-6626,330,3
83-924-4913,156,92-325-4771,315,3
84-007-9095,675,14-396-6788,78.12,3
84-017-7714,90,38-777-7517,315,1
84-039-6634,909,43-167-6563,252.405,2
84-041-9180,354,67-529-6495,315,1
84-561-9421,54,44-106-8726,152.4,1
84-632-0013,586,67-841-9713,199.755,1
84-681-6641,221,35-109-7817,480,2
84-707-3314,475,66-441-5150,137.76,3
84-724-9712,181,90-491-1239,285,2
84-854-1349,134,83-854-5062,315,1
84-864-3249,350,75-496-8007,352.5,1
84-923-5585,881,04-213-6891,480,2
84-951-9107,278,20-514-8420,199.755,1
84-976-0893,528,91-647-4130,330,3
85-196-6451,929,15-968-4354,285,2
85-313-3288,529,50-213-8609,480,2
85-463-0651,186,10-972-8681,152.4,1
85-559-9663,580,03-883-9835,186.93,3
85-569-0097,999,40-946-4285,216.135,2
85-580-7392,434,67-611-0715,125.985,1
85-795-3011,14,08-390-4691,66.855,1
85-868-5544,709,56-376-6225,285,2
85-912-4773,302,13-838-5377,125.985,1
85-956-0185,885,80-992-8483,285,2
85-961-5775,509,13-517-7084,465,2
86-053-9440,957,85-127-4717,139.695,2
86-114-9232,5,80-927-5246,480,2
86-161-8508,136,30-668-7438,337.5,3
86-227-8811,684,95-306-3083,315,3
86-275-9654,240,14-998-1300,352.5,3
86-400-9239,842,75-358-8408,147,1
86-425-5753,697,57-843-3690,78.12,2
86-581-4964,102,78-150-8068,199.755,1
86-606-8047,740,30-847-7835,199.755,3
86-668-1105,707,19-291-5558,465,3
86-725-2449,494,64-810-4341,152.4,1
86-819-6178,727,06-321-2499,480,2
87-292-9640,516,57-007-8529,152.4,3
87-409-2090,300,61-290-1464,199.755,3
87-435-5817,521,30-481-3036,78.12,2
87-443-7001,670,28-875-7993,152.4,1
87-503-4703,804,47-264-6899,66.855,3
87-530-1190,951,39-999-0021,285,2
87-535-8388,662,10-196-1743,315,1
87-546-5058,48,19-112-3031,337.5,3
87-599-0366,13,09-688-8521,139.695,2
87-618-1229,729,31-320-9549,465,2
87-763-3059,324,28-301-5131,125.985,3
87-766-3663,691,81-476-1236,216.135,3
87-796-6079,926,76-184-8198,315,1
87-820-2746,778,10-534-1630,186.93,1
87-939-7467,32,45-879-0850,152.4,3
87-976-0252,493,12-472-1799,216.135,2
87-988-3093,22,07-111-7669,352.5,1
88-109-5070,523,12-180-4369,104.07,3
88-109-8460,859,48-656-3310,480,3
88-367-5894,235,97-708-6756,78.12,3
88-729-8334,582,71-766-2433,152.4,1
88-756-9391,649,87-886-6643,139.695,2
88-813-0409,258,88-633-8492,125.985,1
89-007-9559,806,21-798-9412,199.755,1
89-013-4600,858,60-136-0339,330,1
89-100-6055,233,47-900-5071,137.76,2
89-262-2574,74,94-829-5714,186.93,1
89-266-9786,878,24-476-4314,352.5,1
89-285-0567,248,33-155-2546,147,3
89-306-1133,451,80-987-8100,139.695,3
89-464-8624,92,22-817-6388,337.5,3
89-513-4206,200,70-480-2781,315,3
89-535-2329,779,12-760-8688,216.135,3
89-865-3770,213,29-310-6052,78.12,2
89-997-5952,211,80-325-0206,137.76,3
90-006-4375,254,60-056-7305,66.855,1
90-122-2737,612,25-056-4351,179.7,3
90-256-2320,713,38-029-8372,216.135,2
90-317-7928,320,42-982-8925,66.855,3
90-320-2065,341,37-935-3233,139.695,2
90-359-2449,731,83-549-0652,285,3
90-389-3298,89,24-902-5422,480,2
90-478-9446,512,82-587-1933,147,3
90-716-3855,585,92-904-9582,137.76,2
90-877-0957,761,13-919-9687,137.76,2
90-878-2657,216,03-215-3959,179.7,3
90-921-1904,47,82-278-5664,465,2
90-989-2851,60,59-450-2625,125.985,3
91-006-3876,472,77-254-9655,152.4,3
91-121-2326,215,85-700-6393,104.07,2
91-163-7915,259,16-061-3868,104.07,3
91-242-5776,463,78-012-8423,480,2
91-284-4644,81,54-926-6336,78.12,2
91-332-6187,191,59-715-3288,78.12,2
91-490-5244,673,64-665-8707,137.76,2
91-659-9644,910,64-548-0720,186.93,1
91-690-3480,632,11-549-7666,125.985,3
91-855-3626,895,94-096-1282,78.12,2
92-282-7155,100,59-261-5057,66.855,3
92-392-7061,975,48-951-1953,252.405,2
92-487-3562,686,09-974-0828,337.5,1
92-521-6256,393,71-435-6306,187.5,2
92-555-9940,525,20-380-7591,187.5,2
92-610-5614,603,27-913-7247,216.135,3
92-660-8297,919,91-235-3553,104.07,2
92-747-8084,29,91-251-5721,285,2
92-776-2834,839,74-748-7404,465,2
92-795-7087,283,85-427-4404,187.5,3
92-809-9028,445,04-732-9888,285,2
92-833-3271,536,94-479-0084,186.93,3
92-838-7961,97,44-929-7305,216.135,2
92-859-5564,689,78-969-3391,252.405,2
92-873-3440,869,82-197-4890,139.695,2
92-880-1942,758,70-610-7059,152.4,1
93-057-9662,205,09-339-5822,252.405,2
93-083-3241,511,53-132-9646,285,2
93-396-2857,541,08-816-0158,137.76,2
93-409-8648,435,26-438-8798,104.07,3
93-702-4764,698,18-423-4240,125.985,1
93-829-0535,679,28-783-9841,187.5,2
93-829-3135,754,53-236-6596,147,1
93-892-9924,921,53-865-0514,187.5,2
94-106-4253,351,80-565-2790,112.5,2
94-148-7497,46,06-545-4037,315,1
94-211-8782,311,91-067-3717,465,2
94-670-7121,462,62-857-0603,330,1
95-007-7718,913,20-619-2889,139.695,2
95-025-5981,750,91-336-4124,315,1
95-337-7409,317,33-772-5377,216.135,2
95-524-7993,522,54-947-0130,125.985,1
95-551-4400,863,31-360-2315,285,2
95-581-1944,639,07-161-0216,480,2
95-581-6863,690,71-011-7586,186.93,1
95-587-8796,527,88-064-9725,112.5,2
95-599-9120,650,29-913-3446,66.855,1
95-666-2867,923,55-350-7166,112.5,3
95-846-1036,770,90-947-8460,330,1
95-935-6126,700,11-687-7365,179.7,3
96-049-6957,624,55-446-0184,186.93,3
96-173-6690,304,54-610-9376,179.7,3
96-257-8035,538,64-206-9106,152.4,1
96-458-9557,900,18-073-6715,352.5,3
96-491-1316,477,84-776-0112,78.12,2
96-813-6384,414,60-022-9187,179.7,1
96-883-6756,637,14-064-2226,112.5,2
96-993-3962,174,03-051-7819,352.5,1
97-004-1775,323,84-107-5872,78.12,3
97-039-9333,794,12-510-9183,315,1
97-219-4069,236,32-836-5069,125.985,3
97-233-2887,982,40-581-7231,199.755,1
97-246-5273,906,97-710-2761,337.5,1
97-507-9861,121,86-200-6226,139.695,2
97-554-4987,857,14-111-5943,112.5,2
97-623-6572,811,38-609-7229,187.5,3
97-662-2177,373,91-536-3437,112.5,2
97-710-0241,450,13-617-0573,152.4,1
97-905-7691,917,81-070-8211,78.12,2
97-946-2509,990,74-339-8181,330,1
97-995-3154,482,04-162-3406,352.5,1
98-115-7191,467,34-259-4548,285,3
98-148-9592,212,90-508-0061,199.755,3
98-293-6058,337,59-164-4769,252.405,2
98-391-7796,238,13-989-5109,179.7,1
98-646-1456,568,00-896-7289,179.7,3
98-889-5403,123,09-129-7277,137.76,3
98-920-8331,415,15-794-0367,187.5,2
99-207-8914,338,90-805-1347,186.93,1
99-346-2194,766,21-516-0006,179.7,1
99-664-1580,935,23-082-9045,139.695,2
99-679-0062,714,97-361-6034,152.4,1
99-748-0471,349,16-794-2589,187.5,2
99-860-3106,359,61-440-3934,252.405,2
99-862-6759,728,36-850-2399,315,3
99-900-7458,853,07-117-6288,104.07,2
